#Column heading	Definition
#Mass %	Mass of solute divided by total mass of solution, expressed as percent
#Molality, moles of solute per kg of water
#Molarity, moles of solute per liter of solution
#Density of solution, in g cm-3
#Index of refraction, relative to air, at a wavelength of 589 nm (sodium D line); the index of pure water at 20 ¡C is 1.3330
#Freezing point depression relative to pure water, in ¡C
#Absolute (dynamic) viscosity, in mPa s (equal to centipoise, cP); the viscosity of pure water at 20 ¡C is 1.002 mPa s
#Density data for aqueous solutions over a wider range of temperatures and pressures (and for additional compounds not in this table) may be found in Ref. 2.														
#														
Row	SubHeader	Solute	Synonym	Formula	CAS_Reg_No	Mol_wt	Mass_prct	Mass_fraction	Molality_m	Molarity_c	Density	Refractive_index_n	T_freeze_supression	Viscosity_dynamic
190	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	19	0.19	2.114	1.999	1.1677	1.3812	16.7	1.843
191	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	20	0.2	2.253	2.122	1.1775	1.3839	18.3	1.93
192	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	22	0.22	2.541	2.374	1.1976	1.3895	21.7	2.127
193	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	24	0.24	2.845	2.634	1.218	1.3951	25.3	2.356
194	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	26	0.26	3.166	2.902	1.2388	1.4008	29.7	2.645
195	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	28	0.28	3.504	3.179	1.26	1.4066	34.7	3
196	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	30	0.3	3.862	3.464	1.2816	1.4124	41	3.467
197	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	32	0.32	4.24	3.759	1.3036	1.4183	49.7	4.035
198	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	34	0.34	4.642	4.062	1.326	1.4242		4.82
199	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	36	0.36	5.068	4.375	1.3488	1.4301		5.807
200	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	38	0.38	5.522	4.698	1.372	1.4361		7.321
201	Calcium chloride	Calcium chloride	Hydrophilite	CaCl2	10043-52-4	110.984	40	0.4	6.007	5.03	1.3957	1.442		8.997
202	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	0.5	0.005	0.03	0.03	1.002	1.3334	0.1	1
203	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	1	0.01	0.06	0.06	1.0058	1.3337	0.2	0.997
204	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	1.5	0.015	0.09	0.09	1.0097	1.3341	0.3	0.994
205	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	2	0.02	0.121	0.12	1.0135	1.3345	0.4	0.992
206	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	2.5	0.025	0.152	0.151	1.0174	1.3349	0.51	0.99
207	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	3	0.03	0.184	0.182	1.0214	1.3353	0.61	0.988
208	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	3.5	0.035	0.215	0.213	1.0253	1.3357	0.71	0.986
209	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	4	0.04	0.247	0.245	1.0293	1.3361	0.81	0.984
210	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	4.5	0.045	0.28	0.276	1.0334	1.3365	0.92	0.982
211	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	5	0.05	0.313	0.308	1.0374	1.3369	1.02	0.98
212	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	5.5	0.055	0.346	0.34	1.0415	1.3373	1.12	0.978
213	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	6	0.06	0.379	0.373	1.0456	1.3377	1.22	0.977
214	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	6.5	0.065	0.413	0.405	1.0498	1.3382	1.33	0.975
215	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	7	0.07	0.447	0.438	1.054	1.3386	1.43	0.974
216	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	7.5	0.075	0.482	0.471	1.0582	1.339	1.53	0.973
217	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	8	0.08	0.516	0.505	1.0625	1.3394	1.64	0.971
218	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	8.5	0.085	0.552	0.539	1.0668	1.3399	1.74	0.97
219	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	9	0.09	0.587	0.573	1.0711	1.3403	1.85	0.969
220	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	9.5	0.095	0.624	0.607	1.0754	1.3407	1.95	0.968
221	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	10	0.1	0.66	0.641	1.0798	1.3412	2.06	0.966
222	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	11	0.11	0.734	0.711	1.0887	1.3421	2.28	0.963
223	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	12	0.12	0.81	0.782	1.0978	1.343	2.51	0.961
224	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	13	0.13	0.888	0.855	1.107	1.3439	2.74	0.958
225	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	14	0.14	0.967	0.928	1.1163	1.3448	2.97	0.955
226	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	15	0.15	1.048	1.003	1.1258	1.3458	3.21	0.953
227	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	16	0.16	1.131	1.079	1.1355	1.3468	3.46	0.95
228	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	17	0.17	1.217	1.156	1.1453	1.3477	3.71	0.947
229	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	18	0.18	1.304	1.235	1.1552	1.3487	3.96	0.945
230	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	19	0.19	1.393	1.315	1.1653	1.3497	4.22	0.942
231	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	20	0.2	1.485	1.397	1.1756	1.3507	4.49	0.939
232	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	22	0.22	1.675	1.564	1.1967	1.3528		0.934
233	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	24	0.24	1.876	1.737	1.2185	1.355		0.93
234	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	26	0.26	2.087	1.917	1.2411	1.3572		0.926
235	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	28	0.28	2.31	2.103	1.2644	1.3594		0.924
236	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	30	0.3	2.546	2.296	1.2885	1.3617		0.922
237	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	32	0.32	2.795	2.497	1.3135	1.3641		0.922
238	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	34	0.34	3.06	2.705	1.3393	1.3666		0.924
239	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	36	0.36	3.341	2.921	1.3661	1.3691		0.926
240	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	38	0.38	3.64	3.146	1.3938	1.3717		0.93
241	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	40	0.4	3.96	3.38	1.4226	1.3744		0.934
242	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	42	0.42	4.301	3.624	1.4525	1.3771		0.94
243	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	44	0.44	4.667	3.877	1.4835	1.38		0.947
244	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	46	0.46	5.06	4.142	1.5158	1.3829		0.956
245	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	48	0.48	5.483	4.418	1.5495	1.386		0.967
246	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	50	0.5	5.94	4.706	1.5846	1.3892		0.981
247	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	52	0.52	6.435	5.007	1.6212	1.3925		1
248	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	54	0.54	6.973	5.323	1.6596	1.396		1.023
249	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	56	0.56	7.56	5.654	1.6999	1.3996		1.05
250	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	58	0.58	8.202	6.002	1.7422	1.4035		1.08
251	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	60	0.6	8.91	6.368	1.7868	1.4076		1.12
252	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	62	0.62	9.691	6.754	1.834	1.412		1.172
253	Cesium chloride	Cesium chloride		CsCl	7647-17-8	168.358	64	0.64	10.56	7.163	1.8842	1.4167		1.238
254	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	0.5	0.005	0.026	0.026	1.0002	1.3336	0.05	1.013
255	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	1	0.01	0.053	0.052	1.0022	1.3343	0.11	1.024
256	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	2	0.02	0.106	0.105	1.0063	1.3356	0.21	1.048
257	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	3	0.03	0.161	0.158	1.0105	1.3368	0.32	1.073
258	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	4	0.04	0.217	0.211	1.0147	1.3381	0.43	1.098
259	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	5	0.05	0.274	0.265	1.0189	1.3394	0.54	1.125
260	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	6	0.06	0.332	0.32	1.0232	1.3407	0.65	1.153
261	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	7	0.07	0.392	0.374	1.0274	1.342	0.76	1.183
262	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	8	0.08	0.453	0.43	1.0316	1.3433	0.88	1.214
263	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	9	0.09	0.515	0.485	1.0359	1.3446	1	1.247
264	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	10	0.1	0.578	0.541	1.0402	1.3459	1.12	1.283
265	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	12	0.12	0.71	0.655	1.049	1.3486	1.38	1.357
266	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	14	0.14	0.847	0.771	1.058	1.3514	1.66	1.436
267	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	16	0.16	0.991	0.889	1.0672	1.3541	1.95	1.525
268	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	18	0.18	1.143	1.008	1.0764	1.3569	2.26	1.625
269	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	20	0.2	1.301	1.13	1.0858	1.3598	2.57	1.74
270	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	22	0.22	1.468	1.254	1.0953	1.3626	2.88	1.872
271	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	24	0.24	1.644	1.38	1.1049	1.3655	3.21	2.017
272	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	26	0.26	1.829	1.508	1.1147	1.3684	3.55	2.178
273	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	28	0.28	2.024	1.639	1.1246	1.3714	3.89	2.356
274	Citric acid	Citric acid	"2-Hydroxy-1,2,3-propanetricarboxylic acid"	C(OH)(COOH)3	77-92-9	192.124	30	0.3	2.231	1.772	1.1346	1.3744	4.25	2.549
275	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	0.5	0.005	0.031	0.031	1.0033	1.3339	0.08	1.017
276	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	1	0.01	0.063	0.063	1.0085	1.3348	0.14	1.036
277	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	2	0.02	0.128	0.128	1.019	1.3367	0.26	1.084
278	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	3	0.03	0.194	0.194	1.0296	1.3386	0.37	1.129
279	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	4	0.04	0.261	0.261	1.0403	1.3405	0.48	1.173
280	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	5	0.05	0.33	0.329	1.0511	1.3424	0.59	1.221
281	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	6	0.06	0.4	0.399	1.062	1.3443	0.7	1.276
282	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	7	0.07	0.472	0.471	1.073	1.3462	0.82	1.336
283	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	8	0.08	0.545	0.543	1.0842	1.3481	0.93	1.4
284	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	9	0.09	0.62	0.618	1.0955	1.3501	1.05	1.469
285	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	10	0.1	0.696	0.694	1.107	1.352	1.18	1.543
286	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	11	0.11	0.774	0.771	1.1186	1.354	1.31	1.62
287	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	12	0.12	0.854	0.85	1.1304	1.356	1.45	1.701
288	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	13	0.13	0.936	0.93	1.1424	1.3581	1.6	1.79
289	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	14	0.14	1.02	1.013	1.1545	1.3601	1.75	1.889
290	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	15	0.15	1.106	1.097	1.1669	1.3622		2.004
291	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	16	0.16	1.193	1.182	1.1796	1.3644		2.136
292	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	17	0.17	1.283	1.27	1.1926	1.3666		2.285
293	Copper(II) sulfate	Copper(II) sulfate	Chalcocyanite	CuSO4	7758-98-7	159.609	18	0.18	1.375	1.36	1.2059	1.3689		2.449
294	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	0.5	0.005	0.081	0.08	0.9988	1.3335	0.15	1.01
295	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	1	0.01	0.163	0.161	0.9995	1.3339	0.3	1.02
296	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	2	0.02	0.329	0.322	1.0007	1.3348	0.61	1.048
297	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	3	0.03	0.498	0.484	1.0019	1.3358	0.92	1.074
298	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	4	0.04	0.671	0.646	1.0032	1.3367	1.24	1.099
299	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	5	0.05	0.848	0.809	1.0044	1.3377	1.58	1.125
300	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	6	0.06	1.028	0.972	1.0057	1.3386	1.91	1.153
301	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	7	0.07	1.213	1.136	1.007	1.3396	2.26	1.182
302	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	8	0.08	1.401	1.299	1.0082	1.3405	2.62	1.212
303	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	9	0.09	1.593	1.464	1.0095	1.3415	2.99	1.243
304	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	10	0.1	1.79	1.628	1.0108	1.3425	3.37	1.277
305	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	12	0.12	2.197	1.959	1.0134	1.3444	4.16	1.348
306	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	14	0.14	2.623	2.292	1.0161	1.3464	5.01	1.424
307	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	16	0.16	3.069	2.626	1.0188	1.3484	5.91	1.5
308	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	18	0.18	3.537	2.962	1.0214	1.3503	6.89	1.578
309	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	20	0.2	4.028	3.3	1.0241	1.3523	7.93	1.661
310	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	24	0.24	5.088	3.981	1.0296	1.3564	10.28	1.843
311	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	28	0.28	6.265	4.669	1.035	1.3605	13.03	2.047
312	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	32	0.32	7.582	5.364	1.0405	1.3646	16.23	2.28
313	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	36	0.36	9.062	6.067	1.046	1.3687	19.82	2.537
314	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	40	0.4	10.741	6.776	1.0514	1.3728	23.84	2.832
315	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	44	0.44	12.659	7.491	1.0567	1.3769	28.32	3.166
316	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	48	0.48	14.872	8.212	1.0619	1.3811	33.3	3.544
317	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	52	0.52	17.453	8.939	1.067	1.3851	38.81	3.981
318	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	56	0.56	20.505	9.671	1.0719	1.3892	44.83	4.475
319	"1,2-Ethanediol"	"1,2-Ethanediol"	Ethylene glycol	(CH2OH)2	107-21-1	62.068	60	0.6	24.166	10.406	1.0765	1.3931	51.23	5.026
320	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	0.5	0.005	0.109	0.108	0.9973	1.3333	0.2	1.023
321	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	1	0.01	0.219	0.216	0.9963	1.3336	0.4	1.046
322	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	2	0.02	0.443	0.432	0.9945	1.3342	0.81	1.095
323	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	3	0.03	0.671	0.646	0.9927	1.3348	1.23	1.14
324	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	4	0.04	0.904	0.86	0.991	1.3354	1.65	1.183
325	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	5	0.05	1.142	1.074	0.9893	1.336	2.09	1.228
326	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	6	0.06	1.385	1.286	0.9878	1.3367	2.54	1.279
327	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	7	0.07	1.634	1.498	0.9862	1.3374	2.99	1.331
328	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	8	0.08	1.887	1.71	0.9847	1.3381	3.47	1.385
329	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	9	0.09	2.147	1.921	0.9833	1.3388	3.96	1.442
330	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	10	0.1	2.412	2.131	0.9819	1.3395	4.47	1.501
331	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	11	0.11	2.683	2.341	0.9805	1.3403	5	1.563
332	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	12	0.12	2.96	2.551	0.9792	1.341	5.56	1.627
333	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	13	0.13	3.243	2.759	0.9778	1.3417	6.13	1.694
334	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	14	0.14	3.534	2.967	0.9765	1.3425	6.73	1.761
335	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	15	0.15	3.83	3.175	0.9752	1.3432	7.36	1.826
336	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	16	0.16	4.134	3.382	0.9739	1.344	8.01	1.89
337	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	17	0.17	4.446	3.589	0.9726	1.3447	8.69	1.955
338	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	18	0.18	4.765	3.795	0.9713	1.3455	9.4	2.019
339	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	19	0.19	5.092	4	0.97	1.3462	10.14	2.081
340	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	20	0.2	5.427	4.205	0.9687	1.3469	10.92	2.142
341	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	22	0.22	6.122	4.613	0.966	1.3484	12.6	2.259
342	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	24	0.24	6.855	5.018	0.9632	1.3498	14.47	2.37
343	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	26	0.26	7.626	5.419	0.9602	1.3511	16.41	2.476
344	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	28	0.28	8.441	5.817	0.9571	1.3524	18.43	2.581
345	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	30	0.3	9.303	6.212	0.9539	1.3535	20.47	2.667
346	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	32	0.32	10.215	6.601	0.9504	1.3546	22.44	2.726
347	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	34	0.34	11.182	6.987	0.9468	1.3557	24.27	2.768
348	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	36	0.36	12.21	7.37	0.9431	1.3566	25.98	2.803
349	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	38	0.38	13.304	7.747	0.9392	1.3575	27.62	2.829
350	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	40	0.4	14.471	8.12	0.9352	1.3583	29.26	2.846
351	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	42	0.42	15.718	8.488	0.9311	1.359	30.98	2.852
352	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	44	0.44	17.055	8.853	0.9269	1.3598	32.68	2.85
353	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	46	0.46	18.49	9.213	0.9227	1.3604	34.36	2.843
354	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	48	0.48	20.036	9.568	0.9183	1.361	36.04	2.832
355	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	50	0.5	21.706	9.919	0.9139	1.3616	37.67	2.813
356	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	52	0.52	23.515	10.266	0.9095	1.3621	39.2	2.789
357	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	54	0.54	25.481	10.607	0.9049	1.3626	40.65	2.754
358	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	56	0.56	27.626	10.945	0.9004	1.363	42.06	2.701
359	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	58	0.58	29.975	11.278	0.8958	1.3634	43.49	2.632
360	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	60	0.6	32.559	11.605	0.8911	1.3638	44.93	2.547
361	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	62	0.62	35.415	11.93	0.8865	1.3641	46.28	2.479
362	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	64	0.64	38.589	12.25	0.8818	1.3644	47.52	2.415
363	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	66	0.66	42.135	12.565	0.8771	1.3647	48.64	2.347
364	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	68	0.68	46.125	12.877	0.8724	1.365	49.52	2.281
365	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	70	0.7	50.648	13.183	0.8676	1.3652		2.214
366	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	72	0.72	55.816	13.486	0.8629	1.3654		2.148
367	Ethanol	Ethanol	Ethyl alcohol	C2H5OH	64-17-5	46.068	74	0.74	61.779	13.783	0.8581	1.3655		2.082
